f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,class
1207.6,609.76,1432.8,2404.4,3613.3,1807.2,1052.9,0.057684,0.23779,0.27862,0.11252,0.28645,0.22918,0.17601,0.20182,0.097769,0.079162,0.045817,0.32327,0.43311,0.21813,0.32023,0.16155,0.076554,0.024937,0.062425,0.037138,0.029194,0.038036,0.029069,0.031654,0.041257,0.22029,4
1732.4,866.19,2627.0,3498.3,78.959,5253.4,1874.3,0.04016,0.026849,0.16741,0.026656,0.30358,0.025246,0.016113,0.27821,0.25091,0.025243,0.033756,0.28034,0.021145,0.023685,0.015141,0.015452,0.041216,0.28333,0.62246,0.24988,0.07573,0.02438,0.017168,0.018133,0.032636,0.026619,5
2015.2,999.86,3019.7,4039.6,5039.0,82.24,1866.1,0.023837,0.021756,0.017421,0.42741,0.023818,0.42806,0.02392,0.015616,0.030994,0.90044,0.083039,0.019489,0.024968,0.49081,0.021646,0.15338,0.01658,0.016293,0.020872,0.029367,0.25645,1.0568,0.36516,0.081412,0.027276,0.018859,5
596.11,1168.2,1759.6,126.4,2333.3,2933.2,1061.0,0.095908,0.19412,0.31074,0.059819,0.4098,0.14631,0.11313,0.084784,0.041347,0.035371,0.089303,0.47162,0.31892,0.13318,0.039842,0.034336,0.029521,0.036052,0.081441,0.034333,0.035504,0.021599,0.022454,0.02693,0.10785,0.20879,2
518.05,1031.6,1551.6,2065.5,2583.1,215.89,911.02,0.27122,0.24599,0.13104,0.37799,0.24767,0.19364,0.13775,0.044533,0.08007,0.43969,0.44961,0.21848,0.10765,0.067495,0.045042,0.093199,0.091947,0.048687,0.032767,0.028421,0.061081,0.21563,0.26606,0.14955,0.051994,0.031554,0
645.58,89.973,1259.1,217.89,1898.7,430.1,694.32,0.30826,0.41392,0.25618,0.19617,0.17684,0.31706,0.11157,0.17015,0.099492,0.071612,0.064766,0.086659,0.28653,0.26309,0.14002,0.06898,0.064669,0.052819,0.036177,0.051068,0.052245,0.030822,0.033835,0.026715,0.020463,0.025345,2
523.33,1595.3,1039.0,127.03,2109.8,2667.5,964.24,0.57135,0.58114,0.4112,0.5406,0.7546,0.23335,0.28673,0.16878,0.16026,0.56136,1.0465,0.7034,0.30048,0.15411,0.10992,0.11443,0.31628,0.11311,0.10597,0.076444,0.055231,0.14504,0.30109,0.19889,0.16452,0.097186,0
1419.9,722.27,2847.3,2141.6,3568.0,4271.4,1330.7,0.018198,0.073733,0.036104,0.15831,0.0205,0.09265,0.17959,0.027266,0.20048,0.039544,0.02953,0.019338,0.026884,0.094571,0.55915,0.18152,0.070624,0.02829,0.023603,0.042233,0.022183,0.017566,0.065457,0.028591,0.014623,0.021211,1
1066.8,2104.4,127.29,256.67,3147.2,4172.9,1628.2,0.13423,0.12976,0.078844,0.12949,0.071392,0.12493,0.12871,0.027323,0.028427,0.12236,0.27118,0.030527,0.020216,0.049879,0.062441,0.024091,0.025299,0.017428,0.018176,0.01875,0.02506,0.12742,0.34539,0.27055,0.10934,0.02574,5
2115.0,1069.2,128.41,1988.6,343.73,427.91,865.1,0.18553,0.15852,0.12597,0.12148,0.084056,0.093355,0.12986,0.055887,0.058034,0.10692,0.27554,0.056232,0.034841,0.047755,0.23339,0.031392,0.042824,0.024858,0.030979,0.036166,0.0547,0.091818,0.47115,0.26541,0.10783,0.046268,3
1850.4,944.88,127.25,2756.8,3709.6,385.48,1408.5,0.14296,0.12829,0.13516,0.1616,0.14454,0.13678,0.044425,0.086361,0.2706,0.12292,0.040829,0.059627,0.092062,0.039532,0.030287,0.026225,0.03906,0.072634,0.14646,0.29252,0.16796,0.11766,0.05743,0.033011,0.02863,0.021032,3
993.42,509.71,1469.2,84.484,1979.0,2968.1,1045.1,0.26021,0.20869,0.12438,0.46867,0.14156,0.3172,0.12782,0.078114,0.14859,0.5191,0.2631,0.1172,0.072264,0.058402,0.073279,0.089048,0.047618,0.039894,0.047617,0.0709,0.23707,0.32706,0.2202,0.10948,0.050067,0.036161,0
1035.8,523.11,1556.6,2062.6,2589.0,3099.7,964.73,0.24037,0.24617,0.10184,0.6123,0.38268,0.4152,0.13516,0.025987,0.045852,0.76239,1.0048,0.3766,0.11232,0.11399,0.036114,0.11136,0.1286,0.047433,0.035392,0.021524,0.056727,0.53932,0.89087,0.49427,0.068113,0.030517,0
519.31,1038.2,1557.5,2071.4,86.897,2591.7,946.45,0.18884,0.18513,0.050989,0.25964,0.22382,0.10381,0.060966,0.026497,0.035136,0.27935,0.47624,0.2151,0.042326,0.032517,0.023785,0.039434,0.053381,0.024179,0.026342,0.020456,0.026035,0.10918,0.2186,0.13854,0.040578,0.019862,0
687.96,1339.2,2104.3,2631.1,2799.0,3529.6,1034.1,0.094473,0.93563,0.40569,0.85496,0.094786,1.2751,0.84477,0.13767,0.36425,0.13381,0.052638,0.069239,0.43339,1.3624,1.6652,0.83543,0.28147,0.08886,0.099368,0.066036,0.057141,0.1114,0.14192,0.076966,0.052513,0.057982,1
1642.2,821.48,91.343,3269.8,2454.9,4130.1,1515.8,0.27666,0.21808,0.27522,0.1271,0.22435,0.094787,0.11696,0.57619,0.12637,0.051052,0.45528,0.092509,0.049401,0.038961,0.045306,0.07653,0.45262,0.55893,0.19773,0.10112,0.047412,0.045274,0.054309,0.074079,0.02632,0.041958,5
687.23,1374.1,2060.9,2748.3,3444.1,4826.7,1490.6,0.013091,0.20027,0.020977,0.1687,0.012748,0.25895,0.16922,0.012085,0.10924,0.023014,0.010939,0.011515,0.018696,0.27598,0.39026,0.16839,0.017017,0.012201,0.010277,0.011729,0.0087049,0.024809,0.015157,0.0085397,0.012178,0.010291,4
649.88,89.955,1286.3,1977.3,1810.2,2624.4,926.54,0.62609,1.2491,0.81271,0.71816,0.6763,1.0236,0.53605,0.38045,0.23103,0.16928,0.18662,0.53348,0.68465,0.99709,0.67871,0.45855,0.35506,0.18345,0.14055,0.092111,0.080658,0.068545,0.078248,0.067224,0.072856,0.15138,2
434.34,897.27,1335.1,1760.3,2191.5,89.933,798.15,0.41929,0.36358,0.33725,0.37051,0.29584,0.20451,0.099477,0.36014,0.70752,0.3565,0.18311,0.13855,0.071037,0.15148,0.08116,0.051797,0.045732,0.11754,0.35172,0.29261,0.15294,0.066872,0.04229,0.06262,0.038392,0.031741,0
87.002,1764.8,859.88,2588.1,3445.5,4573.5,1660.3,0.81898,0.51445,0.4742,0.34997,0.38327,0.15064,0.1165,0.42272,0.37266,0.12937,0.1114,0.30589,0.10972,0.054597,0.049659,0.093414,0.19346,0.44832,0.58068,0.36854,0.18543,0.11498,0.067301,0.0446,0.049194,0.040401,1
2197.6,1087.9,3313.0,4399.6,128.63,5513.6,2030.3,0.041251,0.036246,0.03085,0.049392,0.11803,0.041119,0.43233,0.018839,0.016873,0.041682,1.0758,0.11049,0.017889,0.01817,0.33114,0.062962,0.034299,0.019261,0.01378,0.015361,0.018333,0.03903,0.20627,1.2147,0.47332,0.11087,3
1972.5,987.52,129.29,3953.5,2967.1,299.08,1529.3,0.10934,0.10242,0.082679,0.28311,0.053414,0.27649,0.043891,0.03469,0.14795,0.40037,0.069704,0.036797,0.12262,0.17049,0.043327,0.037453,0.025737,0.024309,0.038715,0.15256,0.54573,0.41927,0.18544,0.06375,0.032114,0.021432,5
684.51,1331.8,86.093,2622.5,2026.8,3275.5,1200.6,0.10526,0.38146,0.20983,0.25323,0.072468,0.65641,0.24803,0.1138,0.22869,0.071332,0.028524,0.07001,0.29131,0.7121,0.47298,0.23952,0.11532,0.07052,0.05386,0.031124,0.049942,0.062233,0.039869,0.02693,0.022524,0.029106,2
653.37,1326.5,46.019,1986.7,2663.4,215.1,1035.5,0.070209,0.27004,0.14329,0.098309,0.054836,0.35384,0.089102,0.05089,0.065127,0.051916,0.032078,0.038537,0.14696,0.37437,0.2198,0.079115,0.027666,0.024954,0.037414,0.021974,0.036629,0.044717,0.022669,0.024988,0.022534,0.021356,4
2185.8,1083.7,51.787,3271.6,4355.0,299.4,1710.6,0.083882,0.051305,0.045434,0.042095,0.051556,0.031636,0.14897,0.027825,0.024408,0.031721,0.39218,0.048178,0.026717,0.020987,0.22088,0.026458,0.041137,0.019777,0.02014,0.02043,0.019143,0.030296,0.14764,0.41296,0.15251,0.046008,3
1850.9,911.49,2764.5,3703.4,79.449,4644.8,1717.0,0.051903,0.033462,0.047544,0.10822,0.13074,0.10157,0.0191,0.048457,0.85364,0.10397,0.022189,0.11339,0.3601,0.049058,0.020462,0.016162,0.024284,0.047364,0.24086,0.95187,0.27853,0.10188,0.030453,0.016807,0.029014,0.01773,3
480.71,958.88,1499.8,1939.5,2449.1,46.981,905.18,0.25992,0.25407,0.057728,0.45746,0.11184,0.23097,0.081341,0.033238,0.23218,0.54155,0.23601,0.1099,0.066739,0.039908,0.060558,0.077102,0.039977,0.023664,0.020693,0.098225,0.28927,0.25048,0.084444,0.033446,0.017517,0.022945,0
524.3,1068.1,1590.1,2106.4,128.05,2587.0,939.44,0.18673,0.18892,0.11303,0.21949,0.32552,0.071957,0.11553,0.036742,0.059041,0.2354,0.56237,0.32402,0.097516,0.039861,0.036425,0.04539,0.077914,0.023741,0.022995,0.023228,0.032124,0.060446,0.18176,0.1745,0.083273,0.0281,0
1638.7,819.55,2458.7,3276.0,85.142,211.77,1278.6,0.044373,0.031246,0.1821,0.05074,0.12724,0.027221,0.044083,0.3399,0.066053,0.029436,0.24602,0.036643,0.030334,0.020636,0.020871,0.042541,0.28305,0.35607,0.13109,0.0627,0.030808,0.024291,0.023158,0.03503,0.016881,0.024723,1
905.65,121.14,1811.3,429.16,3702.4,2800.6,1410.1,0.316,0.27184,0.39666,0.47249,0.44548,0.36272,0.13706,0.32927,0.63059,0.35582,0.13712,0.16948,0.14458,0.047491,0.044747,0.090532,0.17079,0.32389,0.52784,0.63325,0.5055,0.34899,0.21637,0.11721,0.062603,0.0341,3
524.3,1068.1,1590.1,2106.4,128.05,2587.0,939.44,0.18673,0.18892,0.11303,0.21949,0.32552,0.071957,0.11553,0.036742,0.059041,0.2354,0.56237,0.32402,0.097516,0.039861,0.036425,0.04539,0.077914,0.023741,0.022995,0.023228,0.032124,0.060446,0.18176,0.1745,0.083273,0.0281,0
1200.8,561.01,126.69,1334.9,771.25,1766.9,589.72,1.1044,1.3136,1.0874,0.85245,1.351,0.88626,0.60729,0.64894,0.60344,0.52344,0.71253,1.134,0.93704,0.72382,0.43581,0.33524,0.35884,0.2324,0.28281,0.27443,0.24883,0.21915,0.19406,0.21957,0.34671,0.56346,2
1429.0,724.94,2151.3,2848.4,81.994,3570.8,1311.7,0.031734,0.08127,0.059199,0.23436,0.024048,0.080507,0.29135,0.048362,0.13908,0.076412,0.046096,0.018451,0.021245,0.079924,0.58862,0.29529,0.11027,0.045199,0.030439,0.031663,0.025378,0.012538,0.050772,0.040499,0.01829,0.025839,1
523.55,1071.9,1628.6,84.896,2147.3,169.73,830.32,0.26156,0.24632,0.17258,0.28687,0.38708,0.10418,0.19594,0.056574,0.047649,0.27691,0.79339,0.3775,0.13903,0.047112,0.059295,0.030244,0.079073,0.053438,0.038497,0.025396,0.022598,0.088251,0.31096,0.36041,0.18274,0.056285,0
560.97,1161.8,127.68,1728.4,303.75,2288.8,854.56,0.66756,0.86533,0.86953,0.56741,1.2916,0.46236,0.50869,0.27764,0.18661,0.39524,0.86729,1.3775,0.7552,0.32883,0.23217,0.22424,0.1042,0.13518,0.17963,0.099861,0.082738,0.095032,0.15348,0.24904,0.4495,0.53124,2
652.68,1331.8,1981.9,2624.3,172.39,93.219,1021.6,0.077154,0.32106,0.2023,0.22817,0.11607,0.51254,0.22304,0.091549,0.16719,0.075721,0.04099,0.094167,0.25027,0.55812,0.31669,0.21074,0.093889,0.059342,0.051652,0.048792,0.066993,0.06254,0.04426,0.035612,0.026555,0.028965,2
677.87,1347.1,2031.7,2711.9,3401.6,4087.9,1277.2,0.015228,0.34031,0.073454,0.12389,0.022527,0.67724,0.12507,0.022569,0.31542,0.084619,0.015577,0.021149,0.075456,0.77276,0.45473,0.12221,0.023214,0.037737,0.029011,0.015484,0.01355,0.094583,0.022702,0.014969,0.023923,0.020224,4
696.44,1378.7,2074.4,38.038,2764.9,3486.3,1290.6,0.05078,0.1622,0.078104,0.28828,0.026374,0.26693,0.29627,0.038196,0.1966,0.068155,0.022653,0.02341,0.056817,0.33421,0.48,0.29441,0.1049,0.039666,0.02832,0.077057,0.019116,0.061533,0.093833,0.020313,0.036289,0.023682,1
1463.0,730.13,2936.7,132.51,2200.9,1632.6,1003.5,0.058007,0.085161,0.07383,0.16357,0.03972,0.065613,0.31393,0.045541,0.066412,0.18797,0.067385,0.026036,0.032105,0.063362,0.30803,0.3188,0.094923,0.036861,0.027114,0.027921,0.05886,0.026618,0.02099,0.050002,0.022964,0.01868,1
727.09,1427.7,2149.7,2879.9,131.08,3613.1,1315.1,0.075938,0.18052,0.11222,0.43862,0.060989,0.14569,0.44416,0.05625,0.088476,0.050647,0.067072,0.029368,0.040152,0.13754,0.62634,0.45267,0.25042,0.049592,0.043881,0.036379,0.045365,0.021433,0.081035,0.059619,0.027034,0.025063,1
1811.8,902.41,204.86,302.46,386.22,3625.5,1327.0,0.11965,0.10116,0.097918,0.089461,0.083953,0.064755,0.041617,0.05576,0.20915,0.044449,0.0365,0.13125,0.040558,0.047295,0.024201,0.023961,0.022768,0.02982,0.1583,0.19304,0.051238,0.027297,0.026082,0.023807,0.023376,0.027031,5
87.074,984.71,1985.2,3008.2,3917.3,4908.8,1813.9,0.34453,0.24404,0.17536,0.25477,0.12558,0.22097,0.060944,0.050679,0.11156,0.26864,0.082923,0.039875,0.071105,0.099472,0.059202,0.048012,0.03238,0.034979,0.060027,0.10509,0.26213,0.28387,0.14051,0.076746,0.042133,0.037303,5
561.31,1121.6,949.09,126.41,1933.1,1675.5,674.9,0.34672,0.57428,0.68486,0.37707,0.97923,0.50409,0.41328,0.27531,0.31261,0.31422,0.72182,0.96155,0.63094,0.36779,0.2173,0.11959,0.11832,0.16367,0.12659,0.23328,0.35372,0.18641,0.14864,0.26914,0.32334,0.29305,1
525.15,129.43,1072.8,1636.1,2189.8,1468.7,755.58,0.69352,0.75392,0.62887,0.48494,0.66132,0.30111,0.26731,0.23529,0.19519,0.36881,0.79581,0.5714,0.32763,0.20094,0.15848,0.10128,0.13374,0.1256,0.070685,0.06454,0.094256,0.11537,0.20336,0.21641,0.13408,0.094723,0
901.51,1805.7,127.27,44.847,211.46,2708.6,1083.3,0.24976,0.16907,0.26311,0.36785,0.48845,0.25177,0.075248,0.23957,0.66488,0.24085,0.084429,0.15461,0.075965,0.091676,0.044817,0.049237,0.11438,0.24648,0.6194,0.69501,0.37903,0.2375,0.1457,0.067476,0.044823,0.046488,3
130.09,387.09,732.57,903.22,1032.9,1548.7,499.7,1.3707,1.2262,1.1556,0.99108,0.64947,0.68516,0.90698,0.78484,0.6832,0.61521,0.54663,0.42871,0.31844,0.32037,0.40766,0.52349,0.40709,0.30513,0.29162,0.26147,0.21983,0.22629,0.23339,0.2448,0.25317,0.22174,2
636.08,1283.6,2539.2,1896.8,129.07,3154.0,1147.0,0.11273,0.66599,0.61079,0.15993,0.2412,0.82595,0.13751,0.48077,0.18818,0.07398,0.065276,0.21723,1.2183,0.83369,0.2668,0.1106,0.071783,0.15079,0.045614,0.10706,0.11096,0.050408,0.049879,0.039444,0.032622,0.059094,2
678.58,1345.5,2020.3,2704.6,3365.2,4042.0,1259.4,0.014621,0.46256,0.11703,0.1837,0.025666,0.84661,0.1846,0.026981,0.35473,0.19222,0.013626,0.024504,0.12716,1.0844,0.59676,0.1833,0.027952,0.052765,0.065387,0.013716,0.031396,0.19829,0.020865,0.032324,0.018324,0.014967,4
1039.8,553.2,49.645,1630.2,2060.4,209.16,802.06,0.32283,0.32653,0.32731,0.49222,0.49252,0.41568,0.27516,0.12516,0.12976,0.54955,0.93164,0.46416,0.27519,0.19406,0.072015,0.1263,0.12782,0.099822,0.048874,0.085602,0.11956,0.34648,0.58528,0.47022,0.16453,0.087268,0
1024.4,511.64,2029.0,1518.4,2543.5,3055.5,950.77,0.12959,0.13109,0.015332,0.3972,0.090166,0.27625,0.069929,0.013648,0.033461,0.51112,0.31748,0.088664,0.040516,0.081264,0.015941,0.067141,0.027717,0.037472,0.019633,0.016375,0.073204,0.36226,0.34591,0.12356,0.027072,0.015721,0
1299.9,680.33,1974.2,2623.7,85.116,3278.3,1201.3,0.062914,0.17674,0.10915,0.097337,0.058205,0.36031,0.086657,0.13018,0.084357,0.064949,0.027361,0.047324,0.22217,0.41389,0.18429,0.084906,0.045585,0.035536,0.057979,0.022908,0.10542,0.060398,0.02343,0.031364,0.023755,0.026024,4
1624.1,814.03,2448.9,3231.0,41.328,4049.3,1502.9,0.028731,0.026854,0.25825,0.087241,0.14119,0.021304,0.097535,0.33712,0.039192,0.028372,0.29447,0.032914,0.019533,0.017359,0.028545,0.097468,0.52861,0.3403,0.14285,0.03501,0.01972,0.023437,0.033665,0.022342,0.012558,0.028478,1
471.39,946.5,1419.2,1888.1,95.089,258.36,703.44,0.43608,0.43423,0.089393,0.48027,0.081474,0.1071,0.042898,0.067613,0.37416,0.47419,0.21369,0.06343,0.065696,0.031984,0.069348,0.033165,0.030321,0.030893,0.040176,0.12927,0.16058,0.089612,0.030485,0.029331,0.022842,0.027863,0
730.45,1453.3,2162.7,2892.9,3625.1,45.216,1341.5,0.041678,0.08077,0.047518,0.26916,0.021449,0.066829,0.33466,0.02924,0.057917,0.083637,0.08457,0.017831,0.018993,0.063387,0.47053,0.3364,0.15052,0.026354,0.026382,0.017464,0.043715,0.014213,0.046262,0.08432,0.016574,0.022884,4
1987.4,991.76,2977.0,89.132,4002.4,4993.5,1846.7,0.073223,0.052526,0.038964,0.2338,0.04158,0.21943,0.041246,0.014033,0.071251,0.41323,0.077134,0.016769,0.034882,0.20549,0.025962,0.02877,0.010093,0.010288,0.025318,0.070725,0.29462,0.43417,0.17209,0.074923,0.037452,0.01396,3
1075.8,520.38,1639.1,130.57,1556.6,2150.5,753.88,0.56353,0.61259,0.40087,0.56047,0.62458,0.36846,0.57707,0.27817,0.20712,0.50751,1.2357,0.53712,0.19887,0.181,0.1766,0.11389,0.16092,0.15483,0.070008,0.073974,0.076705,0.17976,0.50626,0.64128,0.40615,0.15665,0
947.92,1896.2,2844.6,3793.8,4740.0,5690.1,1774.2,0.017113,0.017831,0.023281,0.18811,0.040855,0.19109,0.021593,0.02516,0.26677,0.19287,0.026809,0.020209,0.17272,0.023692,0.046506,0.018519,0.019471,0.022023,0.04068,0.28522,0.4054,0.19143,0.050104,0.024957,0.019969,0.022791,5
807.47,1557.5,2366.8,3142.3,83.784,3917.1,1442.3,0.15072,0.14446,1.4531,0.65681,0.57921,0.074835,0.99185,1.489,0.10708,0.39806,0.40579,0.24221,0.037583,0.06034,0.16363,1.0954,2.2288,1.4928,0.56009,0.09723,0.095207,0.067041,0.10415,0.035421,0.11257,0.2536,1
1945.5,998.33,2932.1,3916.7,81.469,5860.7,2088.5,0.07182,0.049199,0.041846,0.34855,0.060064,0.34294,0.093587,0.024775,0.12097,0.55032,0.161,0.047799,0.25635,0.22873,0.11792,0.027051,0.017825,0.017606,0.026012,0.1181,0.8485,0.56704,0.40396,0.15831,0.094162,0.0463,5
1845.0,910.93,2761.1,90.017,3698.0,5517.6,1968.1,0.076735,0.055774,0.041895,0.051153,0.062556,0.039344,0.022561,0.030756,0.45136,0.037667,0.022702,0.070634,0.15855,0.047918,0.024627,0.017659,0.019762,0.027476,0.10838,0.50837,0.097524,0.034618,0.025693,0.015347,0.01858,0.013834,3
1293.3,651.38,1942.7,45.758,2621.9,3913.5,1399.8,0.096021,0.23716,0.13661,0.091724,0.069367,0.45717,0.08039,0.26469,0.1018,0.0622,0.023949,0.056858,0.41781,0.48783,0.16487,0.077663,0.045254,0.036284,0.042562,0.032355,0.16088,0.05896,0.032683,0.021358,0.025782,0.027357,2
213.36,1119.0,1336.3,820.43,2238.3,3232.8,1080.4,0.60504,0.42492,0.40981,0.46818,0.45922,0.35349,0.34146,0.17691,0.20335,0.18822,0.24583,0.22912,0.11844,0.17162,0.14508,0.12756,0.1464,0.10869,0.095745,0.093444,0.12485,0.16903,0.23094,0.27613,0.25925,0.21939,3
644.16,1257.1,1896.6,2534.8,3186.2,128.29,1155.4,0.12808,0.75699,0.53815,0.15847,0.25875,0.85808,0.16879,0.53094,0.17699,0.059231,0.064936,0.25541,1.178,0.85979,0.40635,0.13436,0.1111,0.1149,0.06386,0.15712,0.15555,0.056561,0.085361,0.055646,0.047922,0.095298,4
522.03,1042.1,1583.0,2104.9,3148.9,2619.9,982.99,0.15758,0.15658,0.049603,0.227,0.23665,0.096138,0.068852,0.018267,0.027373,0.25716,0.52729,0.23384,0.043193,0.026549,0.036278,0.040539,0.10225,0.017442,0.021922,0.015877,0.018197,0.09803,0.30019,0.18357,0.040355,0.016862,0
347.56,767.82,127.35,1933.9,1546.5,2329.7,893.9,0.73956,0.59681,0.62894,0.53922,0.2939,0.37632,0.72247,0.4952,0.33448,0.28492,0.16927,0.18902,0.2188,0.18009,0.18801,0.39087,0.36005,0.20156,0.1604,0.15812,0.16059,0.119,0.11506,0.098308,0.12324,0.13588,0
1464.6,730.96,90.237,2155.8,2888.7,4610.2,1623.0,0.15155,0.14065,0.16924,0.2528,0.078901,0.074096,0.32708,0.10398,0.077343,0.1674,0.059846,0.030863,0.04138,0.063167,0.32765,0.33189,0.15083,0.09272,0.048849,0.032577,0.050674,0.031894,0.045726,0.05387,0.046615,0.040102,1
1429.0,724.94,2151.3,2848.4,81.994,3570.8,1311.7,0.031734,0.08127,0.059199,0.23436,0.024048,0.080507,0.29135,0.048362,0.13908,0.076412,0.046096,0.018451,0.021245,0.079924,0.58862,0.29529,0.11027,0.045199,0.030439,0.031663,0.025378,0.012538,0.050772,0.040499,0.01829,0.025839,1
636.79,1260.2,1898.7,78.076,2536.1,3176.6,1167.1,0.081345,0.37949,0.30517,0.038882,0.078645,0.37378,0.031877,0.15142,0.056946,0.021152,0.02513,0.07563,0.52473,0.37391,0.12956,0.028264,0.026915,0.058523,0.017442,0.0531,0.062379,0.016971,0.044727,0.02655,0.016554,0.020787,2
825.78,1673.1,86.552,2500.4,3355.5,4173.8,1542.5,0.12951,0.087889,0.50425,0.14324,0.43011,0.054846,0.10022,0.73674,0.18489,0.047144,0.23236,0.074007,0.075562,0.020184,0.03425,0.094781,0.34323,0.81516,0.46588,0.1795,0.072699,0.047744,0.026852,0.048507,0.024508,0.022793,1
951.1,1899.8,128.68,46.381,2842.2,3830.4,1523.5,0.14741,0.15429,0.14797,0.26454,0.11741,0.23988,0.042215,0.062136,0.29269,0.25953,0.063457,0.046708,0.1885,0.054602,0.041593,0.025267,0.032111,0.058124,0.12083,0.31661,0.41466,0.26276,0.16135,0.060931,0.037976,0.03192,3
1038.2,518.63,2098.0,79.878,1551.5,2619.9,960.0,0.1862,0.15552,0.069527,0.24055,0.14585,0.15013,0.076594,0.024789,0.041355,0.26477,0.37449,0.12811,0.050275,0.039721,0.033108,0.04408,0.044921,0.022664,0.024471,0.014547,0.034804,0.1438,0.33552,0.18749,0.037514,0.015591,0
1419.0,695.86,2116.7,2835.3,47.039,3535.0,1312.7,0.056462,0.23275,0.061684,0.38538,0.026099,0.26817,0.41955,0.029322,0.34758,0.066957,0.051301,0.019267,0.040141,0.27716,1.1734,0.41776,0.13312,0.024548,0.041857,0.07986,0.022708,0.023604,0.18124,0.046179,0.018139,0.03961,4
1033.8,92.022,2025.7,2108.1,3231.8,4173.6,1466.6,0.16813,0.13565,0.082668,0.1559,0.065508,0.15229,0.096539,0.035485,0.044731,0.16738,0.14756,0.050368,0.030056,0.056208,0.04226,0.033312,0.040067,0.026436,0.024491,0.036907,0.068628,0.17246,0.20156,0.15454,0.093265,0.04663,5
1859.4,913.23,2798.8,3738.3,84.021,4658.1,1726.0,0.04687,0.038846,0.032381,0.088321,0.07884,0.088106,0.023345,0.025579,0.32756,0.08242,0.025618,0.037037,0.17951,0.026882,0.026658,0.020737,0.022092,0.021356,0.082253,0.37831,0.17211,0.07951,0.03566,0.021439,0.023636,0.026159,5
904.72,1801.5,2708.4,45.493,1425.4,737.43,926.51,0.13895,0.085202,0.29644,0.3104,0.74398,0.23567,0.14601,0.33087,1.7511,0.23485,0.054564,0.9356,0.18854,0.25675,0.22046,0.14035,0.11445,0.33239,1.8613,1.7252,0.79324,0.21125,0.044045,0.094693,0.038457,0.10556,1
1624.1,814.03,2448.9,3231.0,41.328,4049.3,1502.9,0.028731,0.026854,0.25825,0.087241,0.14119,0.021304,0.097535,0.33712,0.039192,0.028372,0.29447,0.032914,0.019533,0.017359,0.028545,0.097468,0.52861,0.3403,0.14285,0.03501,0.01972,0.023437,0.033665,0.022342,0.012558,0.028478,1
725.69,1459.5,2157.0,85.502,2893.2,3618.9,1329.5,0.13767,0.23432,0.18909,0.35454,0.08702,0.1953,0.47648,0.10256,0.11966,0.17803,0.095079,0.035234,0.067402,0.18636,0.66479,0.47873,0.20381,0.093218,0.059326,0.035107,0.068048,0.029631,0.074296,0.090258,0.030045,0.035153,4
1497.0,732.11,126.47,2973.9,2236.6,3745.9,1367.1,0.15917,0.16623,0.12561,0.17403,0.05591,0.067438,0.39122,0.049026,0.049099,0.27696,0.03861,0.019207,0.023646,0.050023,0.19454,0.4046,0.1032,0.04295,0.02731,0.020875,0.045008,0.02764,0.017703,0.031078,0.023797,0.015685,1
1024.5,2033.2,3057.3,211.21,4055.1,516.38,1516.1,0.056498,0.046555,0.040713,0.30773,0.040048,0.29673,0.048828,0.024342,0.031333,0.41098,0.139,0.025594,0.024545,0.14144,0.031538,0.035671,0.019704,0.016568,0.01852,0.027814,0.097834,0.43426,0.38157,0.13099,0.036399,0.01823,3
612.35,1239.9,1848.0,128.43,2456.5,257.0,928.57,0.11205,0.59063,0.67418,0.069556,0.32704,0.54947,0.0633,0.30307,0.13058,0.028219,0.041687,0.35236,0.95354,0.52886,0.11458,0.052058,0.04082,0.023107,0.049776,0.11527,0.034726,0.031667,0.021819,0.017335,0.022563,0.10799,2
1927.6,957.86,3841.6,2877.5,4816.4,5772.3,1801.5,0.02727,0.019687,0.018624,0.32484,0.031281,0.32227,0.012939,0.013199,0.21199,0.33543,0.020781,0.014635,0.39306,0.025221,0.065217,0.0094419,0.011548,0.011086,0.030143,0.22834,0.85305,0.33341,0.08874,0.018446,0.0092903,0.026836,5
483.6,987.61,86.897,1978.5,1458.7,2453.6,897.94,0.84352,0.79479,0.21047,1.2493,0.31046,0.58353,0.088478,0.091215,0.39704,1.2945,0.70333,0.29513,0.12198,0.086153,0.092095,0.056055,0.059237,0.046243,0.031382,0.10185,0.45257,0.59722,0.29425,0.06249,0.047972,0.037438,0
733.44,1456.7,93.86,2151.5,4649.2,4780.0,1986.1,0.070123,0.09551,0.14237,0.43315,0.049836,0.071069,0.45293,0.1075,0.05747,0.075001,0.052401,0.02924,0.035416,0.069253,0.35838,0.46538,0.29325,0.10534,0.037079,0.027399,0.031403,0.027701,0.044219,0.03912,0.040018,0.037331,1
699.48,1420.6,2115.9,2837.0,3569.5,42.34,1322.8,0.033028,0.14913,0.037727,0.3465,0.018183,0.16931,0.37859,0.022687,0.18643,0.049609,0.031596,0.012469,0.022639,0.17364,0.74603,0.37768,0.1097,0.020847,0.047906,0.046166,0.014825,0.015109,0.082937,0.029328,0.014907,0.04688,4
